1;1;2
2;1;40
3;1;303
4;2;41
5;2;350
6;3;4
7;3;28
8;3;4
9;4;80
10;5;6
11;5;84
12;5;88
13;6;72
14;6;87
15;7;8
16;7;292
17;7;294
18;8;9
19;8;87
20;9;10
21;9;90
22;10;11
23;10;99
24;11;12
25;11;13
26;12;13
27;12;14
28;12;15
29;13;67
30;14;17
31;14;16
32;15;16
33;15;62
34;15;112
35;16;715
36;17;18
37;17;290
38;18;19
39;18;291
40;19;20
41;19;348
42;20;21
43;20;124
44;21;61
45;21;121
46;22;23
47;22;61
48;22;310
49;23;24
50;23;309
51;23;713
52;24;25
53;24;222
54;25;26
55;25;74
56;26;27
57;26;120
58;27;28
59;27;119
60;28;322
61;29;30
62;29;31
63;29;73
64;29;340
65;30;75
66;30;318
67;31;32
68;31;339
69;32;76
70;32;338
71;33;34
72;33;35
73;33;335
74;34;76
75;34;337
76;35;36
77;35;334
78;36;37
79;36;342
80;37;38
81;37;333
82;38;77
83;38;332
84;39;40
85;39;67
86;39;300
87;40;295
88;41;42
89;41;299
90;42;349
91;42;44
92;43;44
93;43;70
94;43;298
95;44;45
96;44;666
97;45;305
98;45;306
99;46;47
100;46;48
101;46;219
102;46;666
103;47;68
104;47;218
105;48;69
106;48;329
107;49;50
108;49;68
109;49;328
110;50;51
111;50;327
112;51;52
113;51;53
114;52;66
115;52;326
116;53;54
117;53;324
118;54;55
119;54;315
120;55;56
121;55;313
122;56;57
123;56;58
124;57;82
125;57;323
126;58;316
127;58;265
128;59;60
129;59;71
130;59;221
131;60;71
132;60;292
133;61;125
134;62;63
135;62;111
136;63;65
137;63;106
138;64;65
139;64;101
140;64;104
141;64;688
142;65;105
143;66;325
144;66;373
145;67;301
146;68;79
147;69;329
148;69;354
149;70;483
150;70;199
151;71;95
152;71;97
153;72;87
154;72;97
155;73;74
156;73;311
157;74;220
158;75;317
159;75;319
160;76;336
161;77;78
162;77;330
163;78;79
164;78;331
165;79;341
166;80;81
167;80;713
168;83;84
169;83;676
170;83;693
171;84;85
172;85;86
173;85;690
174;88;89
175;88;93
176;89;90
177;89;91
178;90;98
179;91;92
180;91;98
181;92;93
182;92;687
183;92;689
184;93;689
185;94;95
186;94;96
187;94;96
188;95;676
189;96;97
190;98;99
191;99;100
192;100;101
193;100;688
194;101;102
195;102;103
196;102;103
197;103;112
198;104;105
199;104;114
200;105;106
201;106;107
202;108;109
203;108;449
204;108;466
205;109;110
206;109;145
207;109;440
208;110;147
209;110;460
210;112;113
211;114;115
212;114;346
213;115;714
214;115;717
215;116;117
216;116;118
217;116;301
218;117;308
219;117;312
220;118;302
221;118;217
222;121;122
223;121;123
224;124;125
225;124;308
226;125;220
227;126;127
228;126;278
229;126;129
230;127;369
231;127;632
232;128;129
233;128;131
234;128;358
235;129;130
236;131;132
237;131;438
238;133;134
239;133;136
240;133;358
241;134;262
242;134;263
243;135;136
244;135;137
245;135;138
246;136;260
247;138;139
248;138;263
249;139;140
250;139;264
251;140;433
252;140;313
253;141;142
254;141;422
255;141;423
256;141;636
257;143;144
258;143;243
259;143;447
260;144;244
261;144;572
262;145;457
263;145;465
264;146;147
265;146;457
266;146;691
267;147;148
268;148;149
269;148;692
270;149;460
271;149;670
272;149;671
273;150;151
274;150;154
275;150;439
276;151;152
277;151;153
278;152;439
279;152;443
280;153;528
281;153;443
282;155;156
283;155;467
284;155;468
285;156;157
286;156;158
287;156;159
288;157;159
289;157;492
290;159;160
291;160;253
292;160;254
293;160;498
294;161;162
295;161;620
296;161;226
297;162;163
298;162;621
299;163;164
300;163;578
301;163;579
302;164;165
303;164;579
304;165;578
305;165;172
306;166;167
307;166;169
308;166;640
309;167;172
310;167;169
311;168;169
312;168;170
313;168;393
314;170;171
315;170;641
316;171;642
317;171;387
318;172;284
319;173;174
320;173;288
321;173;583
322;174;175
323;174;288
324;174;639
325;175;176
326;175;639
327;176;177
328;176;209
329;177;606
330;177;202
331;178;179
332;178;457
333;178;709
334;179;708
335;179;691
336;180;181
337;180;182
338;180;275
339;181;183
340;181;274
341;181;360
342;182;276
343;182;185
344;182;192
345;183;277
346;183;355
347;184;185
348;184;186
349;184;187
350;185;277
351;185;359
352;186;189
353;186;705
354;187;188
355;187;362
356;188;194
357;188;705
358;189;190
359;189;193
360;190;191
361;190;192
362;191;193
363;191;271
364;191;192
365;192;195
366;193;270
367;194;386
368;194;412
369;195;196
370;195;276
371;196;271
372;196;197
373;197;198
374;197;199
375;199;200
376;200;273
377;200;274
378;201;202
379;201;650
380;201;704
381;202;203
382;203;204
383;203;607
384;203;649
385;204;205
386;204;652
387;205;206
388;205;651
389;206;207
390;206;654
391;208;209
392;208;582
393;208;288
394;209;210
